PERIODO,ID,BAJA,IMPAGO,REINSTALACION,COST_X
202102,FA04VVFA0V,0,1,1,2.9
202101,LV44LO89FA,0,3,0,74.2
202101,8V8LO9LO0,0,3,0,47.8
202011,L09LO49FA4,3,0,0,25.4
202011,L94VZV8Z,3,0,0,24
202012,VLFA0ZL0,3,0,0,85.3
202102,V4ZZZFA8,3,0,0,38.9
202102,9V08V0L,2,0,0,68.5
202011,L08ZLFA0V,3,0,0,69.5
202012,LV800Z00,3,0,0,32.4
202011,LVFA8LVFAL,2,0,0,25
202012,L9LOZ89V0,0,3,0,74.7
202011,L8FAVZFAZ0,0,3,3,7.9
202102,LO08Z00ZFA,2,0,0,31.1
202102,LVZLOVFALZ,0,1,0,74.8
202012,90044FA9Z,0,3,3,66.8
202011,L09LOFA0ZL,0,3,0,13.1
202102,FA0V44L,0,3,0,21.6
202012,LVZ889,3,0,0,96.8
202011,LFALO0LZ0Z,0,1,0,18
202011,Z00VZ84FA,0,3,0,96.6
202011,LZZ88Z88,0,3,0,63.2
202102,L8ZLO8LZ8,0,3,0,63.9
202101,9L4VLLOZ,0,3,0,63.7
202101,L0Z800VL,3,0,0,80.7
202012,L00LOLFAZM,0,2,0,71.5
202011,LVZL0FA,0,3,0,88.2
202011,LLO440ZZM,0,1,0,61.2
202101,LFALOV88FAL,0,2,2,75.6
202102,LVFALO8FAVFA,3,0,0,22.7
202011,L9L08FALOFA,0,2,0,43.8
202012,8009LLOZLO,0,3,0,75.4
202102,FA0VLOFA0LZ,0,1,1,42.3
202102,L9L0LO844,0,1,0,18.6
202101,LLO9Z9004,2,0,0,24.4
202101,LL84FALOFAL,3,0,0,31.2
202012,L880VLO4Z,0,3,0,78.2
202012,LZLL8944,1,0,0,19.1
202012,9000LV8Z,0,3,0,6.7
202012,Z084VVZ8,0,3,0,82.5
202011,L00900L9,1,0,0,90.8
202011,L9Z9ZZ4V,0,3,0,92.8
202012,LLO0LV90FA,0,3,0,17.5
202011,V00LOVFAFA4,0,1,0,38
202102,VFA08LVV,0,1,1,3.2
202101,L908L8LO8,0,2,0,4
202101,L9ZV0Z94,0,2,0,95.3
202012,LZV4Z04Z,2,0,0,14.7
202012,L0LO048VZ,0,3,0,75.4
202012,LLOFAL0LO04,0,2,0,78.8
202011,L0V040,0,1,1,14.3
202012,L8094FA44,0,3,0,81.7
202102,LL09Z94L,0,1,0,87.2
202101,LLO9800,0,1,1,3.7
202102,L80V984Z,2,0,0,51.7
202011,L8LO4LOVV0,0,3,0,97.3
202102,VLO0FA9FAL,0,2,2,83.8
202101,L48LOVLFAFA,2,0,0,70.3
202101,LVLO009FA4,0,1,1,6.5
202012,L880LFA40,0,2,2,36.3
202011,L9480LO44,0,1,1,88.4
202011,L8VL0FA04,0,3,0,85.5
202101,L98FA84,0,3,0,64.1
202102,ZVLO080LO0,1,0,0,90
202102,LZ4FALZ90,0,3,0,28.9
202101,LZMLOFA9LO9,0,3,0,67.3
202012,LL4LLO004,3,0,0,10
202011,LVFAL00,0,3,0,84.5
202012,80LL0V0FA,1,0,0,75
202012,LLOVZ940LO,3,0,0,2.5
202011,LVZ0ZV0Z,0,2,0,98.2
202101,V0LFA8LOFAZ,0,1,0,60.1
202101,L8VLO049LO,0,2,0,51.1
202011,LZ4Z0FAZFA,3,0,0,49.5
202102,FA00ZL009,0,2,0,57.8
202011,L0LO4LO0,2,0,0,93.8
202102,L9L0LO049,0,2,2,22.9
202102,FAZFA4V00,1,0,0,98.8
202012,80FALO040,0,2,0,11.4
202101,900FA00LL,0,3,3,98
202101,L40LO84V8,0,2,0,97.7
202011,FA004ZLLFA,0,3,0,87.3
202101,9FA0FALLV,0,3,3,55
202101,FA04VV9V0,0,3,0,53.8
202101,LLO4LLO0LLO,1,0,0,87.4
202011,900L0ZZ,1,0,0,65
202102,L9LO40LZLO,0,3,0,38.4
202102,FA0V000FALO,0,2,0,60
202011,LLO8LO0FAFAFA,0,3,0,18.1
202102,FA0LLZ4Z8,0,2,0,19.1
202102,FA0LOL0VLO4,0,1,0,83
202102,V9FA009L,3,0,0,62.8
202101,LZLOVL440,0,3,0,70.9
202101,L9LO0L48L,0,2,2,96.1
202012,LV804VZ0,0,3,0,30.3
202011,L980LOLL0,0,1,0,53.1
202101,Z0VLOV9Z0,3,0,0,9.6
202101,LFA00VL0Z,0,3,0,90.6
202102,LLO0LO9LO44,1,0,0,77.3
202102,L9FA0LFAZZ,2,0,0,58.8
202101,VZMFALFA8,3,0,0,33.5
202011,V08L9L94,0,3,0,74.4
202012,FA0FA44Z04,0,3,0,1
202012,900FALOZ00,2,0,0,89
202012,900V4LOFA4,0,2,0,54.1
202101,LLO9LO0FAFAFA,0,3,0,50.5
202102,L9ZMV0,0,3,0,95.7
202012,LVFALOV0V0,0,3,0,83.4
202011,LVVLO9898,1,0,0,92
202102,L9L04VLO4,0,2,2,87.2
202101,LZLO8VZMFA,0,3,3,72.6
202101,L8FA4FA040,0,1,0,6.4
202011,L8FALZ4,2,0,0,91
202011,LLOV0Z9LO9,0,3,3,54
202011,L0ZMLFA9Z,2,0,0,95.2
202012,FA0L0Z89Z,0,2,0,87.5
202102,ZLOFA40009,1,0,0,15.6
202012,L88FA9LO0V,0,2,2,79.7
202102,V00FAZLO0V,0,1,0,26.2
202102,LZ00LZFA4,0,3,0,15.6
202102,ZZ48V8VLO,0,1,0,33.4
202012,LZ0FA08FA0,1,0,0,31.4
202102,LZ0L000Z,0,1,1,47.5
202011,V0LFALO090,0,1,0,81.5
202102,900V4LZ0,3,0,0,60.1
202012,L9FA9Z98Z,1,0,0,82.6
202012,LL4V4ZFAZ,0,2,0,34.7
202012,V008Z0ZZ,3,0,0,80.6
202011,804ZFAZ0,0,3,0,19.7
202101,LV00ZFAVFA,2,0,0,60.1
202012,9000FALLLO,0,3,0,52
202101,LFA4Z9L,3,0,0,15.5
202011,L90FALLOFAL,0,3,0,97.8
202011,L048LO98LO,0,3,0,60
202011,900840ZZ,0,3,0,68.9
202011,L80FALO000,0,3,3,21.6
202102,L00LO,0,3,0,81.4
202102,FA0ZMLO9L8,0,3,0,87
202011,L8000LO00,0,3,0,3.8
202012,L9L0VZM0,0,1,0,28.7
202011,L8ZLV0LO8,0,1,0,63
202101,LVZFALO9LO9,0,3,0,72.7
202101,FA04LOZ0ZL,0,2,0,86.1
202101,FA0FAVZVFA9,0,3,0,12
202011,L09LO8LO4L,2,0,0,8.2
202102,FA0VL9448,0,1,0,56.8
202101,FA0LO0Z4VLO,0,2,0,77.5
202011,ZZLLOZ90L,3,0,0,86.9
202012,LZ00FALLO0,0,3,0,96.9
202011,L0948Z88,0,3,0,41.2
202102,ZZ0FA8VZ4,0,1,0,83.7
202011,L49V8000,3,0,0,31.4
202011,L0009LFAV,0,1,0,95
202012,L4FAFAFA088,2,0,0,65.6
202011,LLO00VFA00,0,3,0,97.5
202011,LO0ZFAV9L4,0,3,0,75
202102,FA0FAFA00VZ,0,3,0,99.7
202101,L00LLO8FAV,3,0,0,2.8
202011,LZZ8FALOL4,3,0,0,31.7
202102,L8VZL0L9,0,2,0,84.9
202012,L08ZFA0LO0,0,2,0,55.9
202011,L94Z088L,0,1,0,4.4
202011,LFA9ZLVZ0,0,3,0,70.7
202011,LZMLOVFAZ8,0,3,0,1.1
202011,LVLOZ8Z4V,0,3,0,57.3
202101,FA0ZFA9884,0,2,2,91.4
202101,900LOFA0LL,2,0,0,87.7
202101,Z00LZLZLO,0,3,0,30.2
202011,L88VLL48,0,3,0,94.7
202012,LZ8008,0,3,0,57
202101,LFAFA9L8,0,2,0,69.5
202101,LVL4Z0VL,0,1,0,31.5
202101,L0080V44,0,1,0,21.3
202101,LLO889ZZZ,0,2,0,85.7
202011,900FA0000,0,2,2,68.5
202011,ZVLOFA0FA0LO,0,3,3,62.6
202012,L409FALLO4,0,3,3,75.3
202102,8004VZL4,2,0,0,83.7
202102,LLO4V4FAL8,0,1,1,16.2
202102,L4900LV0,3,0,0,60.5
202102,FA048L4,0,1,0,1
202012,L9400848,0,3,0,31.7
202101,L8ZLOFAFA4LO,0,3,3,59.4
202102,L009LFA,0,1,1,89.4
202012,FA0L9L4L9,0,2,0,71
202011,ZZVZ0Z98,3,0,0,79.2
202101,90LZZM0LO,0,33,4,68.2
202101,L00ZLO0V0,0,3,0,39.9
202101,L0V0LLOVZ,1,0,0,76.6
202011,L9FAFAFA9Z0,0,2,0,85.5
202012,FA00FA8V44,0,2,0,35.9
202101,LZZ48Z40,2,2,2,91.4
202011,LLLO00LO80,3,0,0,70.8
202101,Z09LV8LFA,0,3,0,85
202011,989FAV9,1,0,0,94.1
202012,L84880ZFA,0,3,0,91.4
202102,L8FALOV080,3,0,0,92.7
202011,LLO0984Z0,0,1,0,31.8
202101,V09FA4FA4FA,0,3,0,53.5
202012,8Z4ZZM8,3,0,0,42.4
202012,L9V4909V,0,1,1,55.4
202102,L80LO9ZL4,0,3,0,54.6
202011,L9ZMZ04FA,0,1,0,63.7
202102,LVFA9LO8LOL,0,1,1,19.9
202102,LZ9LOFA4,0,3,0,83.3
202102,8LZ0ZFA0,3,0,0,59.8
202102,L90V804LO,0,3,0,98.7
202012,LVL4V0,0,3,0,38.4
202101,L40LOZLVV,1,1,1,83.7
202101,FA0LLOFAV9Z,0,2,2,70.8
202012,LZLOVVLOFAV,2,0,0,76
202101,L90LZVLV,0,3,3,36.2
202102,FA984LO,0,2,0,41.6
202102,LZFA80489,1,0,0,82.7
202011,LV08Z808,0,3,0,74.1
202102,L4FAV4V08,3,0,0,11
202102,LV0LOVZFAFA,0,3,0,83.9
202101,L840ZFA4FA,0,1,1,99.1
202102,Z00ZVFAL0,0,3,0,28.6
202102,Z0FA4LOFA88,0,2,0,73.3
202101,LLO9L0V88,0,2,0,91.7
202012,L9LLOLZ80,3,0,0,94.9
202102,LL90LOV0L,2,0,0,60
202101,L900Z94V,0,2,2,69.8
202102,LLO98FA4V4,2,0,0,28.5
202011,LZLOFA0880,0,3,0,33.5
202102,L8VLZ80V,0,2,0,91.2
202011,L9LOVV0L8,0,1,0,78
202101,900VLO8FAL,0,2,2,23.6
202012,LLOVV0494,0,3,3,93
202101,FA000FALOL4,0,1,0,9.3
202011,LLOV84989,0,1,1,77.6
202101,L4V0Z80Z,0,1,1,12.5
202102,L9LO808FA8,0,2,2,33.8
202011,L98L098L,0,1,0,44.5
202102,L44ZZ0LO9,0,3,0,90.5
202101,V0ZZ4L,1,0,0,78.6
202011,L9FAVZLVV,0,1,0,39.7
202101,LL8LZM4Z,0,3,0,23
202012,LLOV08ZZM,3,0,0,9.4
202101,LL4ZZ0Z8,0,2,0,2.9
202012,L0FAZZ80Z,3,0,0,94.6
202011,LVV9ZL0LO,0,1,0,12
202102,ZZ4Z8LO80,3,0,0,54.7
202102,LZ8890ZV,0,3,0,51.6
202102,FA0008044,0,1,0,57.2
202011,L9L00V0FA,0,2,0,27.6
202011,LVZFALO008,0,3,0,60.3
202101,900890LOFA,3,0,0,9
202102,FA048FA088,0,1,0,60
202012,LLOFA8Z80FA,0,3,0,75.3
202012,LZFALLOFALO4,0,2,0,57.3
202011,L4LLV9VZ,0,3,0,96
202012,LV009LOFAFA,0,2,2,34.2
202012,LFAVL00LOL,2,0,0,75
202101,9LO09L4L,0,3,0,36.1
202012,L800ZMFAFA,3,0,0,62
202102,L9FAV0Z9Z,0,3,0,79.3
202011,L44L8ZZZ,0,1,0,58.1
202102,Z0LZFA0LOV,1,0,0,44.6
202102,Z04VLOZZLO,2,0,0,18.2
202011,LL0FA08,0,3,3,93
202012,L90LO84FAL,3,0,0,17.3
202012,L4Z4FA900,0,3,0,47.6
202012,L0FA44LOZ9,0,3,0,19.2
202012,LFA00VLOZ4,0,1,0,96.7
202102,LLZZM0,0,3,0,48.4
202012,LVVLOLZ40,2,0,0,94.3
202102,LV4Z0FAV0,0,1,0,47.3
202101,LZLOZL40Z,1,0,0,0.7
202011,L88FAV04V,0,2,0,92.9
202011,V0ZL098Z,1,0,0,9.4
202101,ZVZLZVZ0,0,3,0,8.3
202102,LZ89LOLFAZ,2,0,0,69.3
202102,LO008LO04V,3,0,0,29
202102,LLOFAFAFAFALO8,3,0,0,69.1
202012,L400LO00LO,0,2,0,79.5
202101,L88VL0LOV,0,3,0,66.5
202101,LLOVLLOL0V,3,0,0,44.8
202011,LZ00FA88FA,2,0,0,49
202102,L9ZFA9LOZZ,0,2,0,73.1
202011,L8L4FA4LOV,0,3,0,43.5
202101,FA0Z4049L,0,3,0,56.6
202011,LZ9LV400,0,3,0,41.1
202011,L4V00ZLV,0,3,0,92.2
202012,LO00VLVFAFA,1,0,0,29.9
202012,LV4FAFAZ04,0,3,0,51.2
202102,L4LO84988,0,1,1,32.5
202011,LLFA08L0LO,0,1,0,35.1
202012,L4FA0Z0LZ,0,2,2,99.9
202011,LFA809LLV,3,0,0,82
202012,LV8400Z4,0,1,0,65.8
202102,LLLVLO0VFA,1,0,0,60.9
202102,LFA9009FAFA,3,0,0,29.6
202011,LFA9FAZLO0LO,1,0,0,32
202011,LV0VVLLO8,0,2,0,59.7
202102,LVFA90VZFA,0,3,0,97.9
202011,L08ZZ0FA0,0,1,1,8.8
202011,LL088809,0,3,0,5
202012,LO0LO49084,0,1,0,45.7
202012,Z04LOL48Z,0,3,0,63.2
202011,Z0L0L400,1,0,0,24.2
202011,L404ZVLO0,3,0,0,44.5
202011,LLLO90Z8V,0,2,0,66.9
202101,LFALO9LO80LO,3,0,0,90.2
202012,LO0Z4LVFA4,0,1,0,87.7
202011,LLO4Z0L04,0,3,0,96.9
202011,L4FA084FA4,0,3,0,85.9
202012,VLFALOLL4,0,1,0,62.3
202102,LO0Z4Z800,0,1,0,65.2
202101,L80Z9VLO4,0,2,0,99.6
202011,L940FAFA40,0,3,0,23.6
202011,L4LL0FAFA9,0,2,0,11.4
202101,LZ0VZZFAZ,3,0,0,68.8
202101,L9ZV00Z9,0,3,3,66.9
202101,90LLLOFAFALO,2,0,0,72.1
202011,LO04LZ0LO8,0,3,3,20
202011,4840LLV,0,1,1,1.5
202102,V0ZFA0LVL,2,0,0,29.6
202102,LV4000,0,3,0,37.1
202012,L80088VLO,0,2,0,30.7
202102,LFA0ZLL04,0,2,2,6.9
202101,LFAZLO98FAV,0,3,0,67.9
202012,L8ZZ0FA0Z,2,0,0,79.1
202102,L80LOZ0LV,3,0,0,33.1
202102,LVL0FA04L,0,3,0,7.6
202101,90080880,3,0,0,49.8
202101,LZ880LLO4,0,3,3,73.1
202101,FA040V8V8,0,1,1,28.9
202012,ZZ48LOFA4Z,1,0,0,12
202102,V0LFAFA4V,3,0,0,33.1
202012,LLO80LFA0L,0,1,0,55.1
202102,LVZFA0LOZ0,0,3,0,14.4
202101,FA0LLO90LL,0,1,0,10.2
202012,L98ZFAZLOL,0,3,0,72.9
202012,L9ZZ04L4,0,3,0,52
202011,LVFA8VV,0,3,0,84.9
202012,L8L0L80LO,0,3,0,88.9
202101,8009LO09L,0,1,0,96.7
202101,L9898LO88,0,3,0,64.1
202011,90L4LO4,0,3,3,39.3
202011,ZZ000FA8LO,0,2,0,79.7
202011,V0VLZ4LOFA,0,1,0,43.1
202012,LLL0Z0LOV,0,2,0,8.7
202012,9000ZFAV9,0,33,0,2.6
202011,L8VLO40LO0,0,2,0,0.5
202102,LFAFALO0L8Z,0,2,0,32.6
202012,L8Z90L80,0,1,1,66.4
202102,V0ZM84L0,0,3,0,47.5
202101,FA000980V,1,0,0,72.8
202102,L9LO00L8FA,0,1,0,75.8
202101,LL9Z9VFA0,0,3,0,36.1
202012,LZVL48Z0,0,2,0,66.4
202102,LL04V8,0,2,0,2.2
202101,LO0LO0FA949,1,0,0,2.1
202011,LLFA00000,2,0,0,55
202012,8ZL00FA0,0,3,0,62.3
202011,LO0ZLZLO80,0,1,1,92.4
202012,L9LLO8VZ0,0,3,0,10.2
202102,L8LO498L9,0,3,0,34.2
202101,ZZLLZLVLO,0,2,0,2.7
202102,L80LL800,0,2,0,97.6
202011,L8LFAZLZ4,0,1,0,38.3
202101,FA0LV0094,0,2,0,85.1
202011,L8LL4FAFAL,0,3,3,27
202012,V0LV0LV0,1,1,1,95.6
202012,L9FAZM49LO,0,3,0,54.7
202012,LV09049Z,0,3,0,87.7
202012,LVFALO0LO,0,3,0,98.6
202011,LLO0LO0LO49,0,2,0,27.3
202011,LLO409880,0,3,3,3.4
202012,LLOZVZFA89,0,3,0,9.2
202102,L9V00Z8Z,0,2,2,45.2
202102,Z0V0FAFA80,0,2,0,38.1
202101,8FA9FAL9LO,3,0,0,66.9
202101,LLOVLO80FA9,2,0,0,97.2
202012,V0Z0ZLFA,3,0,0,23.3
202012,800ZM0FAV,3,0,0,79.7
202011,LLO04ZZFA8,3,0,0,72
202011,LLZ04VLOL,0,3,0,13.3
202102,L9LVLZZ9,0,1,0,52.9
202102,L800V80LO,0,3,0,30.9
202102,FA0909LOV4,0,2,0,58.1
202012,LFA4VFAFAV4,0,1,1,41.4
202012,800Z9040,0,0,2,10.3
202011,LLO88ZVL9,0,0,2,76.6
202102,L8L0VL0LO,0,3,0,76.6
202011,LLOV9FAFAFA9,0,3,0,9.9
202012,L8FA4LOV9L,0,3,0,29.8
202101,900V4880,0,2,2,79.7
202012,L909LOFAL4,0,1,0,100
202011,L9V940ZM,0,3,0,38.2
202011,LFAFA800ZLO,0,3,0,58.9
202102,Z0ZM0440,1,0,0,11.8
202012,V089LOL09,0,3,0,1.3
202012,LL8ZZ9V9,2,0,0,33.5
202101,L0LO48LOZ4,0,1,0,47.2
202012,L494LO0FA9,2,0,0,34.7
202011,LFA0LO8FA0V,0,2,0,90
202102,LLO88L4,3,0,0,49.2
202102,L00VL880,0,2,0,69.5
202012,L4V4L4LO0,0,1,1,51.2
202102,L809L480,3,0,0,34.5
202012,ZVLOZ90L0,0,3,0,67.2
202012,LV4FALFA8FA,0,3,0,51
202011,LLZLOFAV0Z,0,1,0,58
202101,8L88VFAL,3,0,0,87.5
202011,LL90Z4FA0,0,1,0,31.3
202102,LLOFA40FA40,0,3,0,67.4
202102,LFA9FAL0,0,3,0,30.9
202102,LV9FALOFA0L,0,2,0,90.5
202102,L4L9LOZ0LO,0,1,1,78.6
202011,LFAV04ZVZ,3,0,0,34.5
202011,V0LFA0Z90,1,0,0,98.4
202102,LLO0VV84L,0,1,0,63.4
202011,LLO00V8FA9,0,3,0,4.7
202011,LLOVL40L4,0,3,0,52.3
202011,L8809VZ9,0,3,0,0.5
202101,L980VZFA8,0,3,0,60
202101,L8Z0Z8Z9,0,2,0,34.5
202101,LV0VLO00LO,0,2,0,36.4
202102,LZML4009,0,3,0,50.6
202011,L8049800,0,3,0,66.6
202011,L9LLO00V9,0,3,0,14.2
202102,FA009LZZZ,0,3,0,49.4
202101,94LZ000,1,0,0,74.6
202102,Z08LOZVV9,1,0,0,7.9
202102,L0L0LFA08,0,1,0,40.8
202011,LVFALOZFALO8,3,0,0,34.5
202012,LV8L49Z0,0,1,0,71.2
202012,V9ZZZZV,0,3,0,47.1
202102,LV98LO9FA8,3,0,0,82.9
202011,L9VFAL9FA0,0,2,2,91.6
202012,L8884980,0,2,0,73.8
202101,L0LZM9LO8,0,2,0,64.4
202102,FA0L8V0Z8,0,3,0,81.8
202012,L8FA88LOFA4,0,1,0,21.5
202011,L4ZFA8VFAFA,0,3,0,68.7
202101,LZMZFA840,0,3,0,79.4
202102,L84L008Z,0,3,0,29.8
202012,FA0FAL00,0,2,0,23.3
202011,LVLO4L0L9,0,1,0,15.1
202011,LFAZZ0098,0,1,1,89.5
202101,LV909VV4,3,0,0,39
202101,LLOZLOLLOZ9,0,3,0,49.4
202101,L4Z90L8LO,3,0,0,75.6
202101,L4V98LO8L,1,0,0,14.2
202012,L08LO94,0,1,0,10.1
202102,V0V8400Z,1,0,0,97.8
202011,FA0FAV04Z4,0,2,0,94.5
202012,L8FALLO8V0,0,3,0,74.2
202012,ZVZ0VV09,0,3,0,8
202012,L8LOZLL0FA,0,1,0,49
202101,L9FA4LO0L4,0,3,0,86.8
202102,FA08Z0FAVL,0,1,0,42.9
202012,FA04VFALO80,0,3,0,75.8
202101,LV9ZZ8V9,2,0,0,68.2
202011,L8ZVLOFAZZ,0,2,0,16
202012,L80FA0VFA9,0,3,3,92.2
202011,LL84FA40FA,0,2,0,23.8
202102,FA0LLLO440,0,3,0,32.4
202011,V0V90809,0,3,0,54.5
202012,90LO08VLO,3,0,0,28.8
202102,L0ZLL0Z9,0,3,0,87.2
202011,L90L0ZL9,0,1,1,81.7
202012,L9LOVFA04LO,0,2,0,51.9
202011,LV09FA984,0,3,0,50.4
202102,LV8LO490LO,0,1,0,12
202101,LLO08404V,0,3,3,95.9
202101,L8L08ZV4,0,1,0,29.7
202011,V0Z0ZFALOV,0,3,0,5.9
202011,LLO49440Z,0,3,0,11.9
202011,ZZLOLFAZ08,3,0,0,33.8
202102,L944Z0LLO,0,2,0,23.8
202011,LZ9ZZ0L0,0,2,0,35.7
202102,FA0ZFAFA90V,0,1,1,63.3
202012,LV9LO0FA4LO,0,1,0,67.8
202101,FA0LZ0804,0,2,0,18.5
202012,L0LO0ZM09,3,0,0,22.7
202101,L98FA0V,0,2,2,78.1
202102,L8L0LLOVL,0,3,0,56.6
202102,LV89Z8Z4,0,3,3,20.1
202012,LLO9089VL,0,1,0,44.1
202012,L8LOZZ8L9,0,3,0,98.2
202012,LFAFAFA4LO,0,3,0,80.9
202012,L8LO09V90,0,2,2,71.6
202012,LL49Z8Z8,3,0,0,32.3
202101,L944LO84V,0,3,0,0.1
202012,L84LO904LO,0,2,0,25.3
202012,LV90FA40V,0,3,0,44.1
202011,LFA848090,0,2,0,78.7
202011,900FAV0V8,2,0,0,32.4
202101,L8LO9L909,0,3,0,75.4
202101,FA00ZLZZ9,0,2,0,42.3
202102,LVFAFAZZLO0,3,0,0,81.8
202012,L80LZVVV,0,3,0,83.1
202011,L4V44LV8,0,3,0,7.9
202102,L8LO400Z9,0,3,0,13.8
202012,FA00FA8FALOL,0,3,3,51.5
202011,L0LLOLFAZ8,1,0,0,20.4
202012,L0FAL04Z8,0,3,0,56.6
202101,900Z89LOV,0,2,2,60.5
202011,L9LO89LO44,0,3,0,19.6
202011,L8VFA8VL0,0,3,0,70.3
202102,LV9FAVLOVLO,0,1,0,58.7
202012,L9FAVFA000,0,1,0,98.3
202101,LZ944Z0L,0,2,4,12.5
202102,L8FALOZ0ZM,0,3,0,82
202101,LV08LOLV4,0,0,2,89.5
202102,L9L00ZVLO,0,0,2,70.8
202012,L9L8L88LO,0,0,2,46.9
202101,LV0Z4FAFA4,0,0,3,59.1
202012,L4FA09VFA0,0,0,2,18
202102,L4FALO8VZ9,0,0,1,56.4
202102,V00Z4FAL8,0,0,1,32.3
202101,LV449008,0,0,2,82.2
202011,L90FA0LO0V,0,0,3,1.5
202011,LVLO98LO,0,0,3,8.6
202102,L9FA00040,0,0,1,7.9
202101,LLOZV4000,0,0,3,51.5
202101,LVLOZLOZVL,0,0,3,92.5
202012,LZVLOZVV8,0,0,3,20.1
202011,L9ZZLV4L,0,0,3,36.1
202102,LLO4VV0L4,0,0,3,96
202011,LL80ZMV9,0,0,2,48.6
202011,LVFA4Z4FA8,0,0,1,49.3
202011,LO0LOLLOZZ0,0,0,1,99.3
202011,LV9V0LZ4,0,0,3,19.4
202012,FA0FAFA80LO8,0,0,3,100
202101,L8FA0V8LOZ,0,0,2,27.6
202012,FA009Z498,0,0,3,61.4
202102,LVL4V0VFA,0,0,3,7.4
202011,L898800V,0,0,2,57.5
202102,L8FA0FA49LO,0,0,3,2.5
202011,L890ZM9V,0,0,2,99.9
202011,L9L00ZVLO,0,0,2,87.2
202011,V00Z800L,0,0,2,21.2
202102,L8L940LO9,0,3,0,69.4
202011,LVVL008L,0,0,3,93.8
202102,LVZV40ZM,0,0,3,33.4
202011,L890VVLZ,0,0,3,55.1
202011,LZFA0ZZFAV,0,0,2,30.7
202011,LV4FA80VL,0,0,2,4.7
202012,V00L88LL,0,0,1,94.3
202011,LZ09Z4ZFA,0,0,3,6.3
202012,ZZFA8ZLO4LO,0,0,1,35.1
202011,L9LO90ZLO4,0,0,1,24.9
202012,LVZ0L0V0,0,0,2,9.7
202102,ZZ40ZVV9,0,0,1,86.9
202102,LVZ8ZLO,0,3,0,95.4
202012,LLO0LO0Z89,3,0,0,70.4
202011,L949V488,0,0,2,46.3
202012,L9VFA9LFA8,0,1,0,21.5
202012,L98LLOZL0,0,1,0,88.7
202102,LVLFAL094,0,0,3,55.7
202011,L8000LOZV,0,0,1,34.8
202102,LO0LO4L49Z,2,0,0,89.1
202102,V089V48LO,3,0,0,38.1
202101,VLO0FA9FAL,0,2,2,93.7
202012,FA0FALOFAZLV,0,3,0,99.5
202102,L904V4V4,0,2,0,16.4
202102,L80ZFA9FAV,0,3,0,51.6
202011,LLOL0L4L8,0,0,3,82.9
202102,LFA9LO0L9Z,0,0,2,71.9
202102,LZ8Z09V0,1,0,0,6.6
202011,L94VFA8ZL,0,0,1,79.6
202101,V98Z094,3,0,0,20.7
202011,80LVLO9Z0,0,1,0,32.5
202102,L9FALFA044,0,1,0,28
202101,ZZ00LOFA9Z,0,1,0,81.7
202102,98LOZ88Z,0,3,0,56.7
202101,L84FA9LV4,0,2,2,84
202011,LVLFAZML0,0,3,0,85.7
202101,LZZ0V44Z,0,0,2,20.8
202011,LLOZ4FA9FA9,0,2,2,39.5
202101,L9LO8VZ00,0,3,3,8.5
202012,LZM09V4L,0,2,0,62.2
202102,FA0000FA0Z,0,3,0,30.8
202101,LO0LL0LOZ9,0,0,1,45.8
202011,900VLO804,0,2,2,96.9
202101,LVZ04ZLO4,0,0,1,42.2
202102,L8V00LO9FA,0,2,2,80.1
202012,LZZ944FA0,0,0,3,80.1
202011,L9004V8V,0,0,2,48.6
202011,L00VLO0,0,0,2,77.5
202011,800FALOL08,0,3,0,19.3
202012,L90LZVLV,0,3,3,78.3
202102,LV8VZ0Z9,0,1,1,60.9
202011,LO0Z4Z800,0,0,1,51.8
202012,LLV0FALV4,0,0,1,44.7
202012,L8FA0LOL80,0,0,1,48.1
202012,L90LOZ040,0,0,3,86.8
202012,L84ZV8L9,0,0,1,62
202011,L44ZZ0LO9,0,3,0,69.6
202011,L9ZL44LO8,0,0,3,93.1
202102,FA0049LOFA8,0,0,2,8.6
202102,V000LV90,0,1,1,33.5
202102,LV400FAL4,0,3,0,42.1
202012,L0FA98ZML,0,1,0,92.1
202011,ZZ00LOFA9Z,0,0,1,82.9
202101,8009LLOZLO,0,0,3,70.8
202011,90FAV090,0,2,0,21.5
202102,90L009FA8,2,0,0,3.3
202102,LL0FA08,0,3,0,2.4
202012,LZ9LZ98V,0,3,0,99
202102,L409FALLO4,0,0,3,77.9
202102,FA00L409V,0,3,0,89.3
202012,L9V940ZM,0,0,3,34.5
202012,L94000,0,0,3,47.9
202102,L800ZLO,0,1,0,62.7
202012,L904ZZL9,0,0,3,55.9
202012,V0004880,0,0,1,41.4
202102,L90FA0ZM9,0,0,2,36.6
202011,L9LO08FAZ9,0,3,0,85.4
202102,L8VLO049LO,0,0,2,71.7
202101,9000ZFAV9,0,0,4,4.1
202012,FA00FALOZ90,0,2,2,33.7
202012,L9FAZFAZZV,0,3,0,5
202011,800Z9040,0,2,0,88.9
202011,LZMZ4090,0,2,0,35.2
202101,FA00ZFA8ZFA,0,0,3,83.2
202102,VVFAFALV9,0,0,2,17.5
202102,FA04FALO48LO,0,0,3,32.1
202101,LVL0V9LO0,0,1,0,79.1
202101,FA0FA0LOVZL,0,3,3,66.5
202011,LV09FALO0L,0,0,3,73.3
202011,LLO40ZVLO8,0,3,3,26.5
202101,LL4Z80LO9,0,3,3,46.5
