ID,ANTIG_UEDÄD,STATUS,MONTO,MEDIO_PAGO,PAQUETE,ID_OFERTA,MAPEO_PR,PROBABILIDAD
L8809VZ9,00 A 06,ACTIVO,323567.25,0,VIKING ARMOUR,Y79G54,N,0.2537
L8VFA8VL0,00 A 06,activo,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.0761
L00900L9,48 A 60,ACTIVO,263168.03,BITCOIN,DRAGONS,Y79G54,2,0.4972
L8LV89VL,07 A 11,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.6155
LVZ08408,12 A 23,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.6509
LL400889,48 A 60,ACTIVO,310624.56,0,VIKING ARMOUR,Y79G54,4,0.6371
LFALO88L8L,24 A 47,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.075
900FA08LO9,48 A 60,activo,,#N/D,SPURS,90LD2,#N/D,0.0892
V8894LL,60 Y MAS,ACTIVO,353766.86,GOLD,VIKING ARMOUR,Y79G54,4,0.1959
FA044FALO89,00 A 06,activo,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.673
LL4ZZ0Z8,24 A 47,activo,,#N/D,SPURS,Y79G54,#N/D,0.7023
L0LLOLFAZ8,60 Y MAS,ACTIVO,159626.51,BITCOIN,SOIL,Y79G54,2,0.2879
L9V4VZ80,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.2112
L49LZ80L,24 A 47,activo,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.5519
L94Z0V08,00 A 06,ACTIVO,230811.305,#N/D,SOIL,Y79G54,N,0.1301
LFA408LO9FA,24 A 47,ACTIVO,496999.296,ETHER,VIKING ARMOUR,Y79G54,4,0.0261
L8L80LO0FA,12 A 23,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,2,0.617
L9LOLLO84FA,07 A 11,ACTIVO,245479.687,#N/D,SPURS,JSF89A,N,0.9329
L90Z40LZ,00 A 06,ACTIVO,120798.44,BITCOIN,SPURS,Y79G54,N,0.9919
LLL40908,48 A 60,ACTIVO,378357.971,0,VIKING ARMOUR,Y79G54,4,0.2764
LLOFA40FA40,24 A 47,ACTIVO,358081.09,ETHER,VIKING ARMOUR,Y79G54,4,0.0553
LFA0LLOVLO4,24 A 47,IMPAGO,,#N/D,SOIL,Y79G54,#N/D,0.3018
L9ZZZZZ4,07 A 11,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.5125
L048940LO,48 A 60,ACTIVO,207083.04,0,SPURS,Y79G54,3,0.8818
L9V04004,00 A 06,activo,245479.687,0,VIKING ARMOUR,JSF89A,N,0.0616
L40Z88L9,24 A 47,ACTIVO,207083.04,0,SPURS,Y79G54,3,0.6538
9V4V4L8,60 Y MAS,ACTIVO,340824.17,ETHER,VIKING ARMOUR,B92375,4,0.2259
ZZFA8Z0VFA,60 Y MAS,IMPAGO,128995.477,GOLD,DRAGONS,90LD2,2,0.9916
LL490VZLO,24 A 47,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.5611
LLO440VVFA,24 A 47,ACTIVO,511236.255,ETHER,VIKING ARMOUR,Y79G54,4,0.191
L90V804LO,07 A 11,ACTIVO,289053.41,#N/D,VIKING ARMOUR,Y79G54,N,0.8385
L8040VZL,07 A 11,ACTIVO,327881.48,#N/D,VIKING ARMOUR,Y79G54,2,0.4339
L494LO0FA9,24 A 47,ACTIVO,265325.145,USD,NAVAL,B92375,4,0.486
L8FALO0ZMFA,07 A 11,ACTIVO,176883.43,GOLD,VIKING ARMOUR,JSF89A,2,0.8033
L08ZLFA0V,48 A 60,ACTIVO,407694.735,0,VIKING ARMOUR,Y79G54,6,0.8508
L0L4ZM00,48 A 60,ACTIVO,267482.26,0,VIKING ARMOUR,B92375,3,0.8738
L8LLOZFA0L,12 A 23,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.2112
L0800ZLO9,60 Y MAS,activo,,#N/D,SOIL,Y79G54,#N/D,0.7756
L940FALO9FA,07 A 11,ACTIVO,99227.29,0,DRAGONS,JSF89A,N,0.2058
LFA44V04LO,24 A 47,IMPAGO,,#N/D,SOIL,Y79G54,#N/D,0.4808
LV9V0LZ4,07 A 11,IMPAGO,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.3837
FA0VZ89ZLO,00 A 06,activo,,#N/D,DRAGONS,JSF89A,#N/D,0.8722
LV8FA90L8,07 A 11,ACTIVO,99227.29,0,DRAGONS,JSF89A,2,0.4976
L9444VFA0,07 A 11,ACTIVO,237282.65,ETHER,VIKING ARMOUR,B92375,N,0.9384
L9LO04V84,07 A 11,ACTIVO,150998.05,GOLD,SOIL,Y79G54,N,0.1457
LZ0VLOFA09,24 A 47,IMPAGO,237282.65,TYP2,VIKING ARMOUR,B92375,2,0.7227
9V0Z0LOFA,60 Y MAS,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.9076
L80FA0VFA9,07 A 11,ACTIVO,347295.515,GOLD,VIKING ARMOUR,Y79G54,4,0.1359
L9FAVFA4LO8,00 A 06,ACTIVO,187669.005,#N/D,SOIL,Y79G54,N,0.4562
L8VZLFAV4,00 A 06,ACTIVO,150998.05,GOLD,SOIL,Y79G54,N,0.6735
LLO48L449,24 A 47,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,2,0.9586
L4984ZV0,24 A 47,IMPAGO,,#N/D,NAVAL,B92375,#N/D,0.9213
Z0488ZL0,60 Y MAS,ACTIVO,364552.435,BITCOIN,VIKING ARMOUR,Y79G54,6,0.6709
V00Z4FAL8,60 Y MAS,IMPAGO,198886.003,0,DRAGONS,90LD2,2,0.8778
LV0Z000Z,12 A 23,ACTIVO,310624.56,USD,VIKING ARMOUR,Y79G54,4,0.3734
L88LO00LFA,00 A 06,ACTIVO,150998.05,GOLD,SOIL,Y79G54,N,0.1922
L8800VL4,00 A 06,ACTIVO,237282.65,BITCOIN,VIKING ARMOUR,B92375,N,0.5722
L9L0V0L0,07 A 11,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.7645
L8L9VLVZ,12 A 23,ACTIVO,267050.837,#N/D,VIKING ARMOUR,JSF89A,2,0.0837
LFAFA49FA94,24 A 47,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.076
L90L40V0,00 A 06,ACTIVO,181197.66,ETHER,SPURS,Y79G54,N,0.0855
LFAV9Z4V4,24 A 47,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,2,0.3007
LO0ZZ080FA,24 A 47,ACTIVO,122092.709,0,SOIL,90LD2,2,0.5152
L809L480,07 A 11,ACTIVO,293367.64,USD,VIKING ARMOUR,Y79G54,2,0.7652
LLO890Z9FA,12 A 23,ACTIVO,207083.04,BITCOIN,SPURS,Y79G54,1,0.0083
LLZZ09V9,48 A 60,IMPAGO,140212.475,0,DRAGONS,B92375,2,0.4289
90LFA9FALO0,00 A 06,activo,,#N/D,VIKING ARMOUR,90LD2,#N/D,0.9784
LZ9LV400,24 A 47,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.4115
L0444800,48 A 60,ACTIVO,286896.295,0,VIKING ARMOUR,B92375,4,0.6095
L89004LOZ,00 A 06,ACTIVO,273953.605,GOLD,VIKING ARMOUR,B92375,N,0.1586
Z04LOL48Z,60 Y MAS,activo,,#N/D,VIKING ARMOUR,90LD2,#N/D,0.2938
L90LO0L90,07 A 11,IMPAGO,150998.05,GOLD,SOIL,Y79G54,N,0.3243
L80LO80FA0,07 A 11,ACTIVO,258853.8,USD,SPURS,Y79G54,2,0.3691
L88004FA8,07 A 11,IMPAGO,194140.35,#N/D,SOIL,Y79G54,N,0.8711
8000Z80,60 Y MAS,BAJA,204063.079,GOLD,DRAGONS,90LD2,2,0.9049
L9L8LLO4LO,07 A 11,IMPAGO,,#N/D,SPURS,Y79G54,#N/D,0.4122
L9Z0LO9LOV,07 A 11,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.2027
L904VL0L,00 A 06,IMPAGO,150998.05,GOLD,SPURS,JSF89A,N,0.1741
L8FAFAFA0LFA,12 A 23,IMPAGO,181197.66,GOLD,SPURS,Y79G54,2,0.0382
LLZLO0V48,48 A 60,ACTIVO,310624.56,ETHER,VIKING ARMOUR,Y79G54,4,0.8955
LLO4VV0L4,12 A 23,IMPAGO,286896.295,0,VIKING ARMOUR,B92375,1,0.1274
LZ8008,24 A 47,ACTIVO,323135.827,0,VIKING ARMOUR,B92375,4,0.4827
L9004V8V,07 A 11,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.9448
L8ZZ0FA0Z,07 A 11,ACTIVO,150998.05,0,SPURS,JSF89A,2,0.8411
LVLO9VFA88,12 A 23,activo,698473.837,ETHER,VIKING ARMOUR,Y79G54,4,0.6801
L840ZV90,12 A 23,ACTIVO,327881.48,#N/D,VIKING ARMOUR,Y79G54,2,0.4297
L88LL4Z9,00 A 06,ACTIVO,237282.65,BITCOIN,VIKING ARMOUR,B92375,N,0.4482
L9LOLFALOV4,07 A 11,ACTIVO,150998.05,GOLD,SOIL,Y79G54,N,0.796
LVV9LFAZZ,12 A 23,ACTIVO,166097.855,0,DRAGONS,JSF89A,2,0.6325
LV9LO0V,12 A 23,ACTIVO,310624.56,#N/D,VIKING ARMOUR,Y79G54,2,0.1881
L9ZMV04FA,00 A 06,ACTIVO,196297.465,#N/D,VIKING ARMOUR,B92375,N,0.9783
L8VLO049V,00 A 06,ACTIVO,237282.65,GOLD,VIKING ARMOUR,Y79G54,N,0.7222
LFAFA800ZLO,24 A 47,ACTIVO,575949.705,GOLD,VIKING ARMOUR,Y79G54,6,0.695
LZZZ8LOZ0,24 A 47,activo,,#N/D,DRAGONS,B92375,#N/D,0.8828
L9VLOV948,00 A 06,IMPAGO,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.5985
LV8VLOFALO0,07 A 11,ACTIVO,99227.29,0,DRAGONS,B92375,1,0.8048
FA0FA0LOVZL,00 A 06,IMPAGO,250225.34,0,VIKING ARMOUR,B92375,N,0.3347
L90LO9048,07 A 11,IMPAGO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.3966
LFA0804,00 A 06,IMPAGO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.8357
L9ZFA0904,07 A 11,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.03
LV8VLO004,07 A 11,ACTIVO,181197.66,GOLD,SPURS,Y79G54,2,0.9085
FA0Z44FA84,00 A 06,activo,,#N/D,SPURS,Y79G54,#N/D,0.4947
L888LVZL,07 A 11,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.8842
LZ48490LO,24 A 47,ACTIVO,243753.995,GOLD,SPURS,Y79G54,4,0.2143
L84880ZFA,07 A 11,ACTIVO,360238.205,#N/D,VIKING ARMOUR,Y79G54,4,0.1582
L9LOLZLO0V,00 A 06,ACTIVO,301564.677,#N/D,VIKING ARMOUR,Y79G54,N,0.4417
L049LOZ,48 A 60,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.4518
LLO00L049,12 A 23,ACTIVO,383966.47,BITCOIN,VIKING ARMOUR,Y79G54,4,0.8138
LV0ZL8FALO,12 A 23,ACTIVO,444365.69,0,VIKING ARMOUR,Y79G54,4,0.599
L89VLOL40,00 A 06,ACTIVO,181197.66,0,SPURS,Y79G54,N,0.8489
804ZFAZ0,60 Y MAS,ACTIVO,345138.4,USD,VIKING ARMOUR,Y79G54,4,0.8141
L90V0Z4L,07 A 11,ACTIVO,243753.995,GOLD,VIKING ARMOUR,B92375,N,0.979
L9090VZLO,00 A 06,activo,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.0822
L49FA0LOVLO,24 A 47,ACTIVO,286896.295,GOLD,VIKING ARMOUR,B92375,4,0.969
80L48400,60 Y MAS,IMPAGO,215280.077,0,DRAGONS,90LD2,2,0.014
L9FA9FAFA,07 A 11,ACTIVO,150998.05,#N/D,SOIL,Y79G54,N,0.8087
L8FA04FA40,07 A 11,IMPAGO,237282.65,#N/D,VIKING ARMOUR,B92375,2,0.9812
LZ940048,24 A 47,ACTIVO,159626.51,TYP2,SOIL,Y79G54,2,0.2775
FA0LO849V8,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.3406
LZM0FA4V0,12 A 23,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,2,0.511
LV8Z9LLO4,12 A 23,ACTIVO,560849.9,TYP2,VIKING ARMOUR,Y79G54,2,0.9705
894FAL9V,60 Y MAS,ACTIVO,250225.34,BITCOIN,VIKING ARMOUR,B92375,4,0.7939
Z0LOLZ08Z,60 Y MAS,ACTIVO,534964.52,BITCOIN,VIKING ARMOUR,Y79G54,4,0.7361
L9Z49890,07 A 11,ACTIVO,181197.66,BITCOIN,SPURS,Y79G54,N,0.0061
L88Z0LFAL,00 A 06,ACTIVO,334352.825,GOLD,VIKING ARMOUR,Y79G54,N,0.6124
L0LZ00FA0,48 A 60,ACTIVO,,#N/D,DRAGONS,B92375,#N/D,0.9358
900000FA4,60 Y MAS,activo,325292.942,0,SPURS,90LD2,1,0.6452
8008VLO8,60 Y MAS,ACTIVO,338667.055,0,VIKING ARMOUR,Y79G54,4,0.2743
L9FA0LLLO9,07 A 11,ACTIVO,224339.96,TYP2,SPURS,Y79G54,N,0.8802
ZZLLO9040,60 Y MAS,ACTIVO,189826.12,BITCOIN,SPURS,Y79G54,4,0.4404
L8009L,00 A 06,ACTIVO,215711.5,#N/D,VIKING ARMOUR,B92375,N,0.7324
L9L08ZFAL,07 A 11,ACTIVO,157469.395,TYP2,SPURS,Y79G54,N,0.4337
L890ZM9V,07 A 11,IMPAGO,,#N/D,SPURS,JSF89A,#N/D,0.243
LO0ZZLOFAFAZ,48 A 60,ACTIVO,232968.42,GOLD,VIKING ARMOUR,B92375,4,0.3096
LZLOVLOZFAL,24 A 47,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.2356
L04LO4988,48 A 60,ACTIVO,375338.01,0,VIKING ARMOUR,B92375,3,0.0762
L0LOLL9FALO,60 Y MAS,IMPAGO,196297.465,GOLD,SOIL,Y79G54,2,0.8686
LV8088LO4,07 A 11,ACTIVO,181197.66,TYP2,SPURS,Y79G54,2,0.7507
L90FAZMFALO,00 A 06,ACTIVO,534964.52,BITCOIN,VIKING ARMOUR,Y79G54,N,0.0111
LLLO48LFA0,48 A 60,ACTIVO,196297.465,0,SOIL,Y79G54,2,0.6782
LLO04LO08LO,12 A 23,ACTIVO,226497.075,#N/D,SPURS,Y79G54,1,0.8076
FA0FA44Z04,00 A 06,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.2764
L9LLOL98V,07 A 11,activo,150998.05,#N/D,SOIL,Y79G54,N,0.4286
LV8FAZZV0,07 A 11,ACTIVO,237282.65,0,VIKING ARMOUR,B92375,1,0.7075
LVVFA8LLO9,12 A 23,ACTIVO,226497.075,0,SPURS,Y79G54,2,0.4866
LVV89ZLO4,12 A 23,ACTIVO,251519.609,0,VIKING ARMOUR,JSF89A,1,0.1926
LVLLO4V4V,12 A 23,ACTIVO,232968.42,0,NAVAL,JSF89A,2,0.6222
FA0V04984,00 A 06,activo,,#N/D,DRAGONS,JSF89A,#N/D,0.2202
L44LO0LLOL,24 A 47,ACTIVO,396909.16,TYP2,VIKING ARMOUR,Y79G54,4,0.3246
L8ZLV0LO8,07 A 11,ACTIVO,230811.305,0,SOIL,Y79G54,0,0.9401
L9ZZ08LO0,00 A 06,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.0217
FA009ZLOZZ,00 A 06,activo,,#N/D,SPURS,JSF89A,#N/D,0.6117
L0VFAVV4Z,60 Y MAS,ACTIVO,198454.58,0,SPURS,Y79G54,4,0.8519
LZ94ZL08,24 A 47,ACTIVO,140212.475,GOLD,DRAGONS,B92375,2,0.3855
L9Z0L8ZFA,07 A 11,ACTIVO,349452.63,#N/D,VIKING ARMOUR,Y79G54,N,0.009
L880VLOFAV,00 A 06,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.9226
FA00FA00FA0,00 A 06,ACTIVO,159626.51,#N/D,SOIL,Y79G54,N,0.7915
L9L40840,00 A 06,ACTIVO,217868.615,#N/D,SPURS,Y79G54,N,0.5244
LL49Z8Z8,24 A 47,ACTIVO,465936.84,BITCOIN,VIKING ARMOUR,Y79G54,4,0.5859
L90480LLO,07 A 11,activo,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.8516
LLO9V8LO44,12 A 23,ACTIVO,312781.675,0,VIKING ARMOUR,Y79G54,4,0.9197
L80849FAFA,07 A 11,ACTIVO,327881.48,BITCOIN,VIKING ARMOUR,Y79G54,1,0.4466
L09L0LO94,60 Y MAS,ACTIVO,267482.26,0,VIKING ARMOUR,B92375,4,0.8358
L0LO08LOLZ,48 A 60,ACTIVO,140212.475,0,DRAGONS,B92375,2,0.1364
L80LO9ZL4,12 A 23,ACTIVO,371023.78,ETHER,VIKING ARMOUR,Y79G54,2,0.0496
LZ80FAV04,24 A 47,ACTIVO,189826.12,0,SPURS,Y79G54,4,0.6293
LV89VVV4,07 A 11,ACTIVO,122955.555,0,VIKING ARMOUR,JSF89A,2,0.7228
900V4LOFA4,24 A 47,activo,,#N/D,SPURS,90LD2,#N/D,0.9962
LLZ49FAFAL,24 A 47,ACTIVO,196297.465,BITCOIN,SOIL,Y79G54,2,0.6697
L0ZFA0VFA0,60 Y MAS,IMPAGO,189826.12,ETHER,SPURS,Y79G54,4,0.6698
V00L88LL,60 Y MAS,IMPAGO,188531.851,0,NAVAL,JSF89A,2,0.5432
LZ948080,24 A 47,IMPAGO,286896.295,0,VIKING ARMOUR,B92375,1,0.2256
LLOZ008LOL,24 A 47,ACTIVO,286896.295,BITCOIN,VIKING ARMOUR,B92375,4,0.4524
LL4VZZ0FA,24 A 47,ACTIVO,103541.52,0,DRAGONS,B92375,2,0.2327
LO0ZFAV9L4,60 Y MAS,ACTIVO,286896.295,GOLD,VIKING ARMOUR,B92375,4,0.3093
LZ980V8LO,24 A 47,ACTIVO,103541.52,BITCOIN,DRAGONS,B92375,2,0.3931
LV0VVLLO8,12 A 23,ACTIVO,291210.525,0,SPURS,Y79G54,0,0.3923
L4LVZVLOZ,24 A 47,ACTIVO,332195.71,0,NAVAL,B92375,3,0.5486
L9FA40LL4,07 A 11,activo,,#N/D,SPURS,Y79G54,#N/D,0.0377
LLLVLO0VFA,48 A 60,ACTIVO,103541.52,GOLD,DRAGONS,B92375,2,0.9002
L80LO884LO,07 A 11,ACTIVO,350315.476,#N/D,VIKING ARMOUR,Y79G54,3,0.886
L8LOV800LO,00 A 06,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.0286
L88FALOFALFA,00 A 06,ACTIVO,196297.465,0,SOIL,Y79G54,N,0.864
L8LL8440,12 A 23,ACTIVO,209240.155,GOLD,SPURS,Y79G54,1,0.8701
L8VL0FA04,07 A 11,activo,289053.41,#N/D,VIKING ARMOUR,Y79G54,N,0.6946
L880LFA40,00 A 06,ACTIVO,181197.66,TYP2,SPURS,Y79G54,N,0.3581
L9Z9LOV8Z,07 A 11,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.2791
9L4FAFALOV,60 Y MAS,ACTIVO,159626.51,0,SOIL,Y79G54,2,0.7235
L8V980LLO,07 A 11,activo,,#N/D,DRAGONS,JSF89A,#N/D,0.2297
LVZ480FA4,12 A 23,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.0212
L9FAVLOV8FA,07 A 11,activo,172569.2,#N/D,DRAGONS,B92375,N,0.2178
L8LO89490,00 A 06,ACTIVO,150998.05,GOLD,SOIL,Y79G54,N,0.3406
LLOZLOLLOZ9,12 A 23,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.9417
L90ZFA9LZ,00 A 06,IMPAGO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.0482
V0040LO44,24 A 47,ACTIVO,181197.66,0,NAVAL,90LD2,2,0.8188
L9LO89LO44,00 A 06,ACTIVO,286896.295,#N/D,VIKING ARMOUR,B92375,N,0.0777
L8L89FA08,07 A 11,ACTIVO,254539.57,#N/D,VIKING ARMOUR,B92375,2,0.5561
L88VFA089,07 A 11,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.5495
L80LLFALOZ,12 A 23,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.0511
L94LZ4Z4,07 A 11,ACTIVO,157469.395,#N/D,SPURS,Y79G54,N,0.6253
LLO4Z9LL4,12 A 23,IMPAGO,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.8869
LFALOVL9Z0,24 A 47,IMPAGO,347295.515,0,VIKING ARMOUR,B92375,4,0.9533
L9409V08,07 A 11,ACTIVO,120798.44,#N/D,SPURS,Y79G54,N,0.2786
L9000Z0V,00 A 06,IMPAGO,,#N/D,SOIL,Y79G54,#N/D,0.252
L04L40ZM,48 A 60,activo,,#N/D,SOIL,Y79G54,#N/D,0.0429
LLO4ZZ48L,24 A 47,ACTIVO,345138.4,GOLD,VIKING ARMOUR,B92375,4,0.0922
LLO04LOL8FA,12 A 23,ACTIVO,172569.2,BITCOIN,SPURS,JSF89A,1,0.9868
L9FAFA80LOFA,00 A 06,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.5249
L040FAFA4LO,48 A 60,activo,103541.52,GOLD,DRAGONS,B92375,2,0.4583
L94LFA4L9,07 A 11,ACTIVO,211397.27,#N/D,DRAGONS,B92375,N,0.1062
LO0ZLV49Z,24 A 47,ACTIVO,226497.075,0,NAVAL,90LD2,4,0.0988
LLV8ZL0Z,48 A 60,ACTIVO,351609.745,0,VIKING ARMOUR,Y79G54,6,0.5361
LV9LO04LO0,07 A 11,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.9926
FA0LZL9LO0,00 A 06,IMPAGO,207083.04,0,DRAGONS,Y79G54,N,0.9246
LLVVFAZ9Z,48 A 60,ACTIVO,207083.04,BITCOIN,SPURS,Y79G54,4,0.5906
V0LFA0Z90,60 Y MAS,ACTIVO,144526.705,0,DRAGONS,90LD2,2,0.3246
L9VZVLV0,00 A 06,IMPAGO,327881.48,ETHER,VIKING ARMOUR,Y79G54,N,0.1671
LO0LOFA0VFAL,12 A 23,IMPAGO,158763.664,0,SOIL,90LD2,2,0.9859
L4988Z,24 A 47,activo,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.5929
L94Z9890,07 A 11,ACTIVO,250225.34,#N/D,VIKING ARMOUR,B92375,N,0.8006
L89V8088,07 A 11,activo,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.5451
L4VL9LFA4,24 A 47,ACTIVO,196297.465,GOLD,SOIL,Y79G54,2,0.4883
L8VFA09V0,00 A 06,ACTIVO,239439.765,#N/D,VIKING ARMOUR,B92375,N,0.8333
L000LVLO0,60 Y MAS,ACTIVO,213554.385,TYP2,DRAGONS,B92375,2,0.9261
LVZL80FA0,12 A 23,ACTIVO,241596.88,GOLD,SPURS,Y79G54,3,0.1241
LLV4LZZM,48 A 60,ACTIVO,258853.8,0,NAVAL,B92375,3,0.9199
V0L9VVZ,60 Y MAS,ACTIVO,399929.121,TYP2,VIKING ARMOUR,Y79G54,4,0.1584
L8849FA8L,00 A 06,ACTIVO,150998.05,#N/D,SOIL,Y79G54,N,0.218
L80V0LO0Z,12 A 23,IMPAGO,211397.27,BITCOIN,SPURS,Y79G54,1,0.1245
L9L00V0FA,00 A 06,ACTIVO,181197.66,#N/D,SPURS,Y79G54,N,0.8712
L8V40840,00 A 06,ACTIVO,237282.65,BITCOIN,VIKING ARMOUR,B92375,N,0.0952
L89L9LO89,00 A 06,ACTIVO,261010.915,GOLD,SPURS,Y79G54,N,0.1862
L44L0404,24 A 47,BAJA,250225.34,BITCOIN,VIKING ARMOUR,B92375,2,0.8619
L9LO40L48,07 A 11,IMPAGO,,#N/D,SPURS,Y79G54,#N/D,0.9978
L9ZZ8FAZL,07 A 11,ACTIVO,323567.25,#N/D,VIKING ARMOUR,Y79G54,N,0.1301
LLOFA949LO9,24 A 47,ACTIVO,189826.12,BITCOIN,SPURS,Y79G54,2,0.0783
L9V88489,00 A 06,ACTIVO,120798.44,#N/D,SPURS,Y79G54,N,0.9857
LL908FAZM,24 A 47,IMPAGO,295524.755,0,NAVAL,B92375,4,0.9856
LLO08404V,12 A 23,ACTIVO,286896.295,GOLD,VIKING ARMOUR,B92375,2,0.3415
LLZMLO0V9,48 A 60,ACTIVO,207083.04,ETHER,SPURS,Y79G54,4,0.3665
L09LO9LOFAV,60 Y MAS,ACTIVO,323567.25,TYP2,VIKING ARMOUR,B92375,4,0.4975
L90LOLV0Z,00 A 06,ACTIVO,189826.12,#N/D,SPURS,Y79G54,N,0.72
LLOFA009Z0,24 A 47,ACTIVO,243753.995,ETHER,SPURS,Y79G54,4,0.5849
L944LO84V,00 A 06,ACTIVO,377495.125,ETHER,#N/D,#N/D,N,0.3169
LLO400080,12 A 23,ACTIVO,207083.04,0,SPURS,Y79G54,1,0.1421
L8LZV8LLO,12 A 23,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.0885
L9L04VLO4,00 A 06,activo,,#N/D,SPURS,Y79G54,#N/D,0.2005
80L80LO0FA,24 A 47,IMPAGO,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.5818
L890L804,00 A 06,ACTIVO,295524.755,USD,SPURS,Y79G54,N,0.7541
L4V9FAFAZZ,24 A 47,ACTIVO,228654.19,0,NAVAL,B92375,1,0.5937
LV9V894LO,07 A 11,ACTIVO,325724.365,GOLD,VIKING ARMOUR,Y79G54,3,0.4202
L9LLOFAVV8,00 A 06,ACTIVO,120798.44,GOLD,SPURS,Y79G54,N,0.2929
LL4LO4VFAL,24 A 47,IMPAGO,399066.275,0,VIKING ARMOUR,Y79G54,3,0.5971
L940FA0VL,00 A 06,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.1621
L9LOVZFALZ,00 A 06,ACTIVO,282150.642,GOLD,VIKING ARMOUR,JSF89A,N,0.7095
L890L0L9,00 A 06,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.0058
V0LO090L,60 Y MAS,BAJA,360238.205,BITCOIN,VIKING ARMOUR,B92375,4,0.3416
L9L8L88LO,00 A 06,IMPAGO,157469.395,#N/D,SPURS,Y79G54,N,0.7831
LV0L8FAFA9,12 A 23,ACTIVO,278267.835,BITCOIN,SPURS,Y79G54,4,0.4122
L90Z0FA08,00 A 06,ACTIVO,332195.71,#N/D,VIKING ARMOUR,Y79G54,N,0.1099
8LO4LOFA44,60 Y MAS,ACTIVO,433580.115,0,VIKING ARMOUR,Y79G54,4,0.5052
989FAZ40,60 Y MAS,ACTIVO,207083.04,ETHER,SPURS,Y79G54,4,0.0452
FA0Z49Z0L,00 A 06,IMPAGO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.7838
LLO008ZZL,12 A 23,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,1,0.4753
LVFA4494LO,12 A 23,IMPAGO,250225.34,0,VIKING ARMOUR,B92375,2,0.0008
L9ZLFA0ZZ,07 A 11,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.6164
L404ZVLO0,24 A 47,ACTIVO,353766.86,GOLD,VIKING ARMOUR,B92375,4,0.8049
L08FA9LO89,60 Y MAS,ACTIVO,420637.425,0,VIKING ARMOUR,Y79G54,4,0.7742
LZMZM89LO,12 A 23,ACTIVO,232968.42,BITCOIN,SPURS,Y79G54,2,0.3504
L94ZV484,07 A 11,ACTIVO,412008.965,TYP2,VIKING ARMOUR,Y79G54,N,0.6744
